date,adj_closeRatio,adj_openRatio,symbol
2013-09-30 00:00:00.000000,1.0981118973250623,1.092831094113341,MMM
2013-09-30 00:00:00.000000,1.0918887218783038,1.0563545985920062,ABBV
2013-09-30 00:00:00.000000,1.0233463035019508,1.0314763231197868,ACN
2013-09-30 00:00:00.000000,1.169705469845722,1.1978494623655915,ATVI
2013-09-30 00:00:00.000000,1.2203491736340695,1.188830216308588,AYI
2013-09-30 00:00:00.000000,1.140035118525022,1.1198086540552294,ADBE
2013-09-30 00:00:00.000000,0.9338235294117647,0.928921568627451,AMD
2013-09-30 00:00:00.000000,1.019363461932693,1.0173819735947682,AAP
2013-09-30 00:00:00.000000,1.1120050230335123,1.1213074564231034,AES
2013-09-30 00:00:00.000000,1.2013357528662691,1.189269353945108,A
2013-09-30 00:00:00.000000,1.1715315794361867,1.1531717510329638,APD
2013-09-30 00:00:00.000000,1.2150411280846065,1.2092858826302146,AKAM
2013-09-30 00:00:00.000000,1.2080464560787854,1.2061150619285974,ALK
2013-09-30 00:00:00.000000,1.0142522255859596,0.9962377789323683,ALB
2013-09-30 00:00:00.000000,1.259323503902862,1.2381361391453725,ALXN
2013-09-30 00:00:00.000000,1.2985961123110152,1.28956687551076,ALGN
2013-09-30 00:00:00.000000,1.1681489255924156,1.1531697000055967,ADS
2013-09-30 00:00:00.000000,0.9914928614787221,1.0016097154033814,LNT
2013-09-30 00:00:00.000000,0.9949339482263139,0.9933478111784205,GOOGL
2013-09-30 00:00:00.000000,0.9953518028891869,0.9878408393887701,MO
2013-09-30 00:00:00.000000,1.1258597716878533,1.1347623013143127,AMZN
2013-09-30 00:00:00.000000,1.023846740453908,1.0310150306218602,AEE
2013-09-30 00:00:00.000000,1.1546894031668726,1.1293103448275918,AAL
2013-09-30 00:00:00.000000,0.9784983065561157,0.9812679318943919,AEP
2013-09-30 00:00:00.000000,1.01691154575272,0.999007681328278,AMT
2013-09-30 00:00:00.000000,1.0080253351601118,1.0065559032696603,AWK
2013-09-30 00:00:00.000000,1.1024641019830281,1.1053891162191993,ABC
2013-09-30 00:00:00.000000,1.0893757091031406,1.0764154048716308,AME
2013-09-30 00:00:00.000000,1.1394515797127702,1.1401050839983828,AMGN
2013-09-30 00:00:00.000000,0.9954207994978138,0.9697889980656347,APH
2013-09-30 00:00:00.000000,1.084231677867244,1.0936051976043377,APC
2013-09-30 00:00:00.000000,1.0518526497675653,1.0390534336464738,ADI
2013-09-30 00:00:00.000000,1.1835841313269495,1.1679945982444293,ANSS
2013-09-30 00:00:00.000000,1.2495551218939098,1.2014474194119398,AOS
2013-09-30 00:00:00.000000,1.0180565932306613,1.0242121515420481,APA
2013-09-30 00:00:00.000000,1.2102593357389135,1.227533325722683,AAPL
2013-09-30 00:00:00.000000,1.1825514138817248,1.1776614117553388,AMAT
2013-09-30 00:00:00.000000,1.0920465399262478,1.1078977955613398,ADM
2013-09-30 00:00:00.000000,1.0423620025674296,1.03846664600948,ARNC
2013-09-30 00:00:00.000000,0.967450291060465,0.9622288157904038,T
2013-09-30 00:00:00.000000,1.05729624655679,1.0555073009289428,ADP
2013-09-30 00:00:00.000000,0.9977341924520287,0.9890211078056381,AZO
2013-09-30 00:00:00.000000,1.0246762008854167,1.0212051732478682,AVY
2013-09-30 00:00:00.000000,1.083538831961244,1.0656719613968717,BLL
2013-09-30 00:00:00.000000,0.9549849744796924,0.9572931062362179,BAX
2013-09-30 00:00:00.000000,1.0171102997972472,1.0130597786798354,BDX
2013-09-30 00:00:00.000000,1.1187732342007435,1.091663659328762,BIIB
2013-09-30 00:00:00.000000,1.1522402981974391,1.1460705088006558,BA
2013-09-30 00:00:00.000000,1.179881759448561,1.1630080189297756,BWA
2013-09-30 00:00:00.000000,1.0438178574627783,1.0013841540620008,BMY
2013-09-30 00:00:00.000000,1.0646893743217571,1.0787124408841384,CHRW
2013-09-30 00:00:00.000000,1.051516243266513,1.0428938295496137,COG
2013-09-30 00:00:00.000000,0.9330110497237568,0.922971114167813,CDNS
2013-09-30 00:00:00.000000,0.9148689663780157,0.9163413537425319,CPB
2013-09-30 00:00:00.000000,1.1112658432268288,1.096224688274627,CAH
2013-09-30 00:00:00.000000,0.9734832362785192,0.956759402786568,CBOE
2013-09-30 00:00:00.000000,0.9584132754748066,0.9675918867421812,CCL
2013-09-30 00:00:00.000000,1.0181083898968957,1.0093113979287125,CAT
2013-09-30 00:00:00.000000,1.3176354932467087,1.2972075600204327,CELG
2013-09-30 00:00:00.000000,1.0294253144717949,1.0238615034308713,CNP
2013-09-30 00:00:00.000000,0.9024438690022947,0.9110903617086363,CTL
2013-09-30 00:00:00.000000,1.0937662607971692,1.0806317539484622,CERN
2013-09-30 00:00:00.000000,1.2319443451783325,1.1964901279003528,CF
2013-09-30 00:00:00.000000,1.0880904319741622,1.0683753816487225,CHTR
2013-09-30 00:00:00.000000,1.2751855779427355,1.2709203827498967,CHK
2013-09-30 00:00:00.000000,1.0352407893391804,1.0321670660798548,CVX
2013-09-30 00:00:00.000000,1.1769013311376422,1.1637845577706796,CMG
2013-09-30 00:00:00.000000,0.9775339625659082,0.989400892021037,CHD
2013-09-30 00:00:00.000000,1.4859123142900985,1.4269685992424752,XEC
2013-09-30 00:00:00.000000,0.9695781720200713,0.9529886297663014,CSCO
2013-09-30 00:00:00.000000,1.1698144466534128,1.1584862006279955,CTXS
2013-09-30 00:00:00.000000,0.9909976144655654,0.9852242122719764,CLX
2013-09-30 00:00:00.000000,0.9775408773547382,0.9965108342974833,CMS
